No,VF,LCD,PLD,ASA,Density,Kr_free-energy,Xe_free-energy,Kr_Henry,Xe_Henry,Kr_voro,Xe_voro,Adsorption_Kr,Adsorption_Xe,Selectivity
1,0.6253077698149008,0.08197813044004851,0.007516788572031349,0.18596063442581062,0.21507347092680082,0.7790575929743,0.7823571756409664,0.2961028426926833,0.25277454601140675,0.13945285605978874,0.13156739552825858,0.858765316,1.854506545,8.638013252
3,0.6447223271117312,0.08854237279965194,0.01420049841320073,0.1447044357949289,0.23130328821876667,0.7971903141748116,0.7841994749495493,0.24940709000985462,0.21549802041492894,0.07300464650206699,0.06573870789320002,0.338790642,0.532019896,6.281400134
4,0.644940468204954,0.08707909954825566,0.016487667153510334,0.14363042990821503,0.238836364737864,0.7975451585192312,0.7852650647515638,0.25054517712135216,0.21596488459756497,0.039715785109028484,0.03356061428484891,0.344322955,0.538824356,6.259522906
5,0.37008269074420796,0.010748948370267658,0.0021312475132204897,0.023078535789562808,0.381748381048358,0.6872620824815676,0.683564751466868,0.31628860343352694,0.3022733156679957,0.4250547008729179,0.4163194821680391,0.194505219,1.534673486,31.56056159
8,0.7173633111549284,0.06539561222897297,0.05691586597531462,0.37167111703138944,0.1433554133793547,0.8837554595881366,0.8878880913643293,0.24672893040133226,0.18581394890165487,0.1586932104837696,0.14728690643309789,0.49273473,0.448220338,3.638634021
9,0.3868795549223647,0.0037107269546815466,0.0028521553223340157,0.019916469512098422,0.4682409257868873,0.8250551433023796,0.8174464806389707,0.1659397807928641,0.14548166879070795,0.32165291640075483,0.3155819400764824,0.089881084,0.122282892,5.441985635
10,0.7422313957823292,0.17787941071375846,0.12838964605273806,0.23741545907535025,0.1626343509238997,0.7990265430819339,0.8169424767192565,0.2512899778037342,0.20343122388605217,0.18178516275432843,0.17273967658202147,0.453061681,0.579313912,5.114658214
11,0.3766269235408924,0.0027631303828046724,0.0035180106638938655,0.018123736129610202,0.4753338792924771,0.8241035797174632,0.8279777255823524,0.1622365180814236,0.13852269597880773,0.3139896606297443,0.3084316451966944,0.082523829,0.103306197,5.007339008
12,0.4067303944056408,0.0022104561008986084,0.0029074508471395866,0.01640631113422887,0.4819419726923289,0.8119806506124803,0.8136484433880992,0.17365627965117725,0.15034473966590056,0.3071412546936929,0.301421513123625,0.09986952,0.139081241,5.570518052
13,0.3860069905494734,0.0018272236071216127,0.002038521171623446,0.013319159474527015,0.4912142973948441,0.8094792265252416,0.8108343675873331,0.1759882398113699,0.152967978612848,0.2976026537828782,0.29189311888394603,0.103952722,0.147964622,5.693535259
14,0.36702871543908855,0.0010172532955885494,0.0032437205551330353,0.01726945353704347,0.506272452740573,0.8153959291037567,0.8266381362167963,0.1613755738017214,0.13112377062310554,0.3049934085584796,0.2990146646230586,0.083138315,0.085977993,4.136624275
15,0.36222961138818666,0.0007136801346375315,0.0026406955131874285,0.012668061863644744,0.5122632242532223,0.8166251832314689,0.8301595859184021,0.15440651192122556,0.12614100790199645,0.29729928427725777,0.2915177440057941,0.074493077,0.074853607,4.019359114
16,0.35546723749827935,0.0004955509479279765,0.0022865610971798747,0.01036126260210796,0.5225652518607069,0.8188291943708718,0.8256585958644891,0.15095538131521502,0.12288461674489376,0.3386948834972866,0.33286538151274314,0.06838512,0.067653478,3.957204608
17,0.5055483096355757,0.02032614531380776,0.00883586027805263,0.05909523952452706,0.5179090952782849,0.9101269129848875,0.903211794642794,0.1282931146725007,0.10249350648476285,0.1936188308844752,0.18077598807608228,0.047435822,0.040314591,3.399506053
18,0.4071666765920864,0.003422579504171873,0.008144848510921898,0.03774939713667275,0.33064562547091103,0.7949654761949987,0.8005714071653569,0.2368495383941518,0.1985564357924946,0.5130283990575679,0.5100685470145462,0.271287198,0.404205678,5.959819424
19,0.5059845918220213,0.00990402918351594,0.012278523193859789,0.08493133218833739,0.32379760129708574,0.7604845113863231,0.7639607090772269,0.2987846999423557,0.2605160473624074,0.0817363864808133,0.0722811938573476,0.697001223,2.046746012,11.74601102
20,0.565100828085404,0.053706418601960626,0.06229241391580545,0.10374750186575298,0.2741894144991816,0.8753430129568583,0.8718300563481556,0.20385237110343835,0.16584368079848794,0.28909390654857986,0.2813363825997001,0.201943731,0.239670545,4.747273784
21,0.49813151246599996,0.010844997520437556,0.0032045883375783277,0.07055825890789194,0.26748634850129865,0.7687999240479801,0.7618915325335822,0.2796202294557163,0.24557377177935164,0.257244678716052,0.2543757712692213,0.712475733,1.9647528,11.03056685
22,0.4470864966518614,0.025774674960396288,0.03143131311437278,0.07073181274641409,0.3193663798152638,0.8161207645985308,0.8122692799129722,0.24925340003948226,0.21925070861043638,0.41448069141526905,0.40822853562198963,0.31942361,0.693461463,8.683909909
23,0.48046208391495204,0.033939214264925716,0.03585957318660453,0.08708968040705434,0.2986798483967413,0.8148627947725264,0.8066506174630305,0.2390604331099777,0.20625306352926231,0.352139198613352,0.3468219677314154,0.361516547,0.725288792,8.024958172
24,0.4220002709312377,0.012690659672071086,0.0070476880758785845,0.048285680368110546,0.4277526076788694,0.8431689310073062,0.8324817349367687,0.20695389609910886,0.1865896114358359,0.2161197858466291,0.20879803747376793,0.184084583,0.37954021,8.247083027
